0,3.3046357615894038
1,6.0835214446952595
2,2.536231884057971
3,
4,3.2485207100591715
5,2.8681898066783833
6,2.4330900243309004
7,3.3712660028449504
8,
9,
10,4.209302325581396
11,3.1839622641509435
12,
13,2.5104895104895104
14,2.8043052837573383
